Address,District,City,Country,Latitude,Longitude
Xã Ngọc Trung,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,20.054322,105.445728
Xã Phùng Giáo,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,19.996573,105.310201
Xã Phùng Minh,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,19.934341,105.3479
Xã Phúc Thịnh,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,19.931961,105.375581
Xã Nguyệt Ấn,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,19.983163,105.354678
Xã Kiên Thọ,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,19.966503,105.398102
Xã Minh Tiến,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,20.01619,105.406995
Xã Minh Sơn,Huyện Ngọc Lặc,Tỉnh Thanh Hóa,Việt Nam,20.038656,105.405997
Thị trấn Phong Sơn,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.213492,105.473931
Xã Cẩm Thành,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.245573,105.365323
Xã Cẩm Quý,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.277272,105.457014
Xã Cẩm Lương,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.246266,105.393885
Xã Cẩm Thạch,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.225586,105.388994
Xã Cẩm Liên,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.227818,105.347886
Xã Cẩm Giang,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.225087,105.462909
Xã Cẩm Bình,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.222807,105.423742
Xã Cẩm Tú,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.251123,105.493601
Xã Cẩm Châu,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.15183,105.452893
Xã Cẩm Tâm,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.113247,105.48963
Xã Cẩm Ngọc,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.189773,105.514345
Xã Cẩm Long,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.185514,105.57528
Xã Cẩm Yên,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.141663,105.509494
Xã Cẩm Tân,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.116683,105.542136
Xã Cẩm Phú,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.140602,105.557718
Xã Cẩm Vân,Huyện Cẩm Thủy,Tỉnh Thanh Hóa,Việt Nam,20.091433,105.553732
Thị trấn Kim Tân,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.131295,105.673623
Thị trấn Vân Du,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.143868,105.738163
Xã Thạch Lâm,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.353164,105.481327
Xã Thạch Quảng,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.281857,105.522628
Xã Thạch Tượng,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.314581,105.478741
Xã Thạch Cẩm,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.245715,105.549413
Xã Thạch Sơn,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.18681,105.604509
Xã Thạch Bình,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.162395,105.611285
Xã Thạch Định,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.139114,105.656946
Xã Thạch Đồng,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.13318,105.618056
Xã Thạch Long,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.116052,105.618855
Xã Thành Mỹ,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.262343,105.568375
Xã Thành Yên,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.280216,105.586117
Xã Thành Vinh,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.233193,105.601365
Xã Thành Minh,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.214516,105.643796
Xã Thành Công,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.204529,105.674682
Xã Thành Tân,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.172642,105.701896
Xã Thành Trực,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.183146,105.651531
Xã Thành Tâm,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.119195,105.762326
Xã Thành An,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.108622,105.717243
Xã Thành Thọ,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.126927,105.702772
Xã Thành Tiến,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.101482,105.680015
Xã Thành Long,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.082035,105.699228
Xã Thành Hưng,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.123439,105.64063
Xã Ngọc Trạo,Huyện Thạch Thành,Tỉnh Thanh Hóa,Việt Nam,20.089954,105.762261
Thị trấn Hà Trung,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.992182,105.843784
Xã Hà Long,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.09583,105.806637
Xã Hà Vinh,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.059303,105.934282
Xã Hà Bắc,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.06307,105.826567
Xã Hoạt Giang,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.992182,105.843784
Xã Yên Dương,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.992182,105.843784
Xã Hà Giang,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.068671,105.801172
Xã Lĩnh Toại,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.992182,105.843784
Xã Hà Ngọc,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.978748,105.839966
Xã Yến Sơn,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.992182,105.843784
Xã Hà Sơn,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.962499,105.781397
Xã Hà Lĩnh,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.997033,105.768156
Xã Hà Đông,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.993363,105.812219
Xã Hà Tân,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.033534,105.821686
Xã Hà Tiến,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.054522,105.783091
Xã Hà Bình,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.02623,105.844875
Xã Hà Lai,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.024445,105.87714
Xã Hà Châu,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.015625,105.90288
Xã Hà Thái,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,20.003675,105.889758
Xã Hà Hải,Huyện Hà Trung,Tỉnh Thanh Hóa,Việt Nam,19.994471,105.910003
Thị trấn Vĩnh Lộc,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.052731,105.623915
Xã Vĩnh Quang,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.094272,105.566592
Xã Vĩnh Yên,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.073672,105.579361
Xã Vĩnh Tiến,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.062074,105.610458
Xã Vĩnh Long,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.087823,105.609678
Xã Vĩnh Phúc,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.06119,105.621789
Xã Vĩnh Hưng,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.079206,105.665933
Xã Vĩnh Hòa,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.027588,105.644491
Xã Vĩnh Hùng,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.079206,105.665933
Xã Minh Tân,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.054587,105.615913
Xã Ninh Khang,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.054587,105.615913
Xã Vĩnh Thịnh,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,20.008429,105.732998
Xã Vĩnh An,Huyện Vĩnh Lộc,Tỉnh Thanh Hóa,Việt Nam,19.968926,105.747976
Thị trấn Thống Nhất,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.039542,105.497223
Thị trấn Yên Lâm,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.072533,105.529706
Xã Yên Tâm,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.031049,105.546901
Xã Yên Phú,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.001693,105.552288
Thị trấn Quý Lộc,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.067044,105.559065
Xã Yên Thọ,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.03884,105.580944
Xã Yên Trung,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.027456,105.56115
Xã Yên Trường,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.016621,105.587041
Xã Yên Phong,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.015377,105.611828
Xã Yên Thái,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.007361,105.627828
Xã Yên Hùng,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.993936,105.586814
Xã Yên Thịnh,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.975034,105.568682
Xã Yên Ninh,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.983225,105.599276
Xã Yên Lạc,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.971739,105.59545
Xã Định Tăng,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.956134,105.630868
Xã Định Hòa,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.95821,105.691962
Xã Định Thành,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.937017,105.720805
Xã Định Công,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.954658,105.751731
Xã Định Tân,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.997591,105.692961
Xã Định Tiến,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.983367,105.716255
Xã Định Long,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.995401,105.641915
Xã Định Liên,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.989734,105.634841
Thị trấn Quán Lào,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.971192,105.650888
Xã Định Hưng,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.991883,105.667786
Xã Định Hải,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,20.009419,105.659972
Xã Định Bình,Huyện Yên Định,Tỉnh Thanh Hóa,Việt Nam,19.948403,105.664874
Xã Xuân Hồng,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.931471,105.520107
Thị trấn Thọ Xuân,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.931471,105.520107
Xã Bắc Lương,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.917889,105.54058
Xã Nam Giang,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.913244,105.54028
Xã Xuân Phong,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.901691,105.572729
Xã Thọ Lộc,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.892236,105.55128
Xã Xuân Trường,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.932212,105.515356
Xã Xuân Hòa,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.949103,105.502239
Xã Thọ Hải,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.94195,105.473292
Xã Tây Hồ,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.915456,105.531617
Xã Xuân Giang,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.913307,105.49773
Xã Xuân Sinh,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.931471,105.520107
Xã Xuân Hưng,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.911913,105.480678
Xã Thọ Diên,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.92826,105.457849
Xã Thọ Lâm,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.912319,105.438818
Xã Thọ Xương,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.899853,105.400571
Xã Xuân Bái,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.900465,105.382458
Xã Xuân Phú,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.862021,105.423961
Thị trấn Sao Vàng,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.887928,105.461731
Thị trấn Lam Sơn,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.905066,105.40583
Xã Xuân Thiên,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.938485,105.447671
Xã Thuận Minh,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.931471,105.520107
Xã Thọ Lập,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.966807,105.48141
Xã Quảng Phú,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,20.017113,105.459071
Xã Xuân Tín,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.96536,105.498921
Xã Phú Xuân,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.931471,105.520107
Xã Xuân Lai,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.954929,105.540376
Xã Xuân Lập,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.969729,105.533341
Xã Xuân Minh,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.969909,105.549548
Xã Trường Xuân,Huyện Thọ Xuân,Tỉnh Thanh Hóa,Việt Nam,19.931471,105.520107
Xã Bát Mọt,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,20.016453,105.022699
Xã Yên Nhân,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,20.022235,105.103637
Xã Xuân Lẹ,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.799629,105.204222
Xã Vạn Xuân,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.835869,105.235666
Xã Lương Sơn,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.964161,105.276573
Xã Xuân Cao,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.852296,105.366671
Xã Luận Thành,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.788082,105.421454
Xã Luận Khê,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.805442,105.351176
Xã Xuân Thắng,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.735039,105.35509
Xã Xuân Lộc,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.793391,105.288601
Thị trấn Thường Xuân,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.903584,105.346507
Xã Xuân Dương,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.907397,105.378407
Xã Thọ Thanh,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.887742,105.36294
Xã Ngọc Phụng,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.935291,105.330341
Xã Xuân Chinh,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.787365,105.24451
Xã Tân Thành,Huyện Thường Xuân,Tỉnh Thanh Hóa,Việt Nam,19.771918,105.397563
Thị trấn Triệu Sơn,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.821704,105.591823
Xã Thọ Sơn,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.852292,105.484022
Xã Thọ Bình,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.810516,105.490662
Xã Thọ Tiến,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.835723,105.51203
Xã Hợp Lý,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.82155,105.533279
Xã Hợp Tiến,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.808008,105.538394
Xã Hợp Thành,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.794394,105.564303
Xã Triệu Thành,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.780519,105.549206
Xã Hợp Thắng,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.794473,105.578754
Xã Minh Sơn,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.821134,105.583363
Xã Dân Lực,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.839426,105.601689
Xã Dân Lý,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.830916,105.644838
Xã Dân Quyền,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.850516,105.632332
Xã An Nông,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.805696,105.613184
Xã Văn Sơn,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.777327,105.581839
Xã Thái Hòa,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.7783,105.623639
Thị trấn Nưa,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.821704,105.591823
Xã Đồng Lợi,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.765781,105.661705
Xã Đồng Tiến,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.777385,105.688576
Xã Đồng Thắng,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.763815,105.686142
Xã Tiến Nông,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.796885,105.646366
Xã Khuyến Nông,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.782459,105.649354
Xã Xuân Thịnh,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.870136,105.558105
Xã Xuân Lộc,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.878245,105.558166
Xã Thọ Dân,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.861902,105.547255
Xã Xuân Thọ,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.850893,105.531891
Xã Thọ Tân,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.83298,105.570402
Xã Thọ Ngọc,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.873931,105.524763
Xã Thọ Cường,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.858512,105.51734
Xã Thọ Phú,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.867062,105.589677
Xã Thọ Vực,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.881418,105.576336
Xã Thọ Thế,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.853686,105.576571
Xã Nông Trường,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.78811,105.629029
Xã Bình Sơn,Huyện Triệu Sơn,Tỉnh Thanh Hóa,Việt Nam,19.821991,105.447629
Thị trấn Thiệu Hóa,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.886285,105.680061
Xã Thiệu Ngọc,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.936844,105.603595
Xã Thiệu Vũ,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.92378,105.614962
Xã Thiệu Phúc,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.88574,105.659307
Xã Thiệu Tiến,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.904961,105.64001
Xã Thiệu Công,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.919401,105.661256
Xã Thiệu Phú,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.903801,105.673893
Xã Thiệu Long,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.928349,105.689597
Xã Thiệu Giang,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.930194,105.727342
Xã Thiệu Duy,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.907669,105.709488
Xã Thiệu Nguyên,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.882873,105.700289
Xã Thiệu Hợp,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.892651,105.738573
Xã Thiệu Thịnh,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.899141,105.757746
Xã Thiệu Quang,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.923606,105.755232
Xã Thiệu Thành,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.927164,105.644018
Xã Thiệu Toán,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.911336,105.602529
Xã Thiệu Chính,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.894014,105.605603
Xã Thiệu Hòa,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.886285,105.680061
Xã Minh Tâm,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.886285,105.680061
Xã Thiệu Viên,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.871334,105.643196
Xã Thiệu Lý,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.860872,105.657276
Xã Thiệu Vận,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.861971,105.745768
Xã Thiệu Trung,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.852313,105.680261
Xã Tân Châu,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.886285,105.680061
Xã Thiệu Giao,Huyện Thiệu Hóa,Tỉnh Thanh Hóa,Việt Nam,19.85223,105.731154
Thị trấn Bút Sơn,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.857626,105.854628
Xã Hoằng Giang,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.882601,105.773365
Xã Hoằng Xuân,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.912326,105.768544
Xã Hoằng Phượng,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.903626,105.772478
Xã Hoằng Phú,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.898506,105.800228
Xã Hoằng Quỳ,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.899492,105.809099
Xã Hoằng Kim,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.914233,105.810138
Xã Hoằng Trung,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.919453,105.804111
Xã Hoằng Trinh,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.916436,105.826244
Xã Hoằng Sơn,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.899208,105.843485
Xã Hoằng Cát,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.867957,105.824519
Xã Hoằng Xuyên,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.879032,105.853014
Xã Hoằng Quý,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.899492,105.809099
Xã Hoằng Hợp,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.876294,105.786483
Xã Hoằng Đức,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.863959,105.851569
Xã Hoằng Hà,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.882267,105.886664
Xã Hoằng Đạt,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.887257,105.873783
Xã Hoằng Đạo,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.851429,105.875847
Xã Hoằng Thắng,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.833681,105.873852
Xã Hoằng Đồng,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.841383,105.844476
Xã Hoằng Thái,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.825962,105.852309
Xã Hoằng Thịnh,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.829298,105.846022
Xã Hoằng Thành,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.83462,105.927067
Xã Hoằng Lộc,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.814035,105.840321
Xã Hoằng Trạch,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.803464,105.84617
Xã Hoằng Phong,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.796801,105.877204
Xã Hoằng Lưu,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.82048,105.87971
Xã Hoằng Châu,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.789513,105.87276
Xã Hoằng Tân,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.786125,105.861542
Xã Hoằng Yến,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.866215,105.910013
Xã Hoằng Tiến,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.848251,105.919242
Xã Hoằng Hải,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.858736,105.931988
Xã Hoằng Ngọc,Huyện Hoằng Hóa,Tỉnh Thanh Hóa,Việt Nam,19.842039,105.905729
